year,race_id,circuit,rider_id,rider,country,team,constructor,position,points,classified
1991,1991_13,Brno,1224,Wayne Rainey,US,,Yamaha,1.0,20.0,True
1991,1991_13,Brno,1445,Mick Doohan,AU,,Honda,2.0,17.0,True
1991,1991_13,Brno,1404,John Kocinski,US,,Yamaha,3.0,15.0,True
1991,1991_13,Brno,1209,Wayne Gardner,AU,,Honda,4.0,13.0,True
1991,1991_13,Brno,1299,Kevin Schwantz,US,,Suzuki,5.0,11.0,True
1991,1991_13,Brno,1249,Juan Garriga,ES,,Yamaha,6.0,10.0,True
1991,1991_13,Brno,1115,Didier De Radigues,BE,,Suzuki,7.0,9.0,True
1991,1991_13,Brno,1178,Eddie Lawson,US,,Cagiva,8.0,8.0,True
1991,1991_13,Brno,1104,Sito Pons,ES,,Honda,9.0,7.0,True
1991,1991_13,Brno,1538,Doug Chandler,US,,Yamaha,10.0,6.0,True
1991,1991_13,Brno,1432,Eddie Laycock,IE,,Yamaha,11.0,5.0,True
1991,1991_13,Brno,1403,Michael Rudroff,DE,,Honda,12.0,4.0,True
1991,1991_13,Brno,1251,Cees Doorakkers,NL,,Honda,13.0,3.0,True
1991,1991_13,Brno,1268,Harald Becker,DE,,Yamaha,14.0,2.0,True
1991,1991_13,Brno,1210,Simon Buckmaster,GB,,Suzuki,15.0,1.0,True
1991,1991_13,Brno,1247,Josef Doppler,AT,,Yamaha,16.0,0.0,True
1991,1991_13,Brno,1417,Niggi Schmassman,CH,,Honda,17.0,0.0,True
1991,1991_13,Brno,1279,Andy Leuthe,LU,,Suzuki,,0.0,False
1991,1991_14,Le Mans,1299,Kevin Schwantz,US,,Suzuki,1.0,20.0,True
1991,1991_14,Le Mans,1445,Mick Doohan,AU,,Honda,2.0,17.0,True
1991,1991_14,Le Mans,1224,Wayne Rainey,US,,Yamaha,3.0,15.0,True
1991,1991_14,Le Mans,1404,John Kocinski,US,,Yamaha,4.0,13.0,True
1991,1991_14,Le Mans,1209,Wayne Gardner,AU,,Honda,5.0,11.0,True
1991,1991_14,Le Mans,1249,Juan Garriga,ES,,Yamaha,6.0,10.0,True
1991,1991_14,Le Mans,1538,Doug Chandler,US,,Yamaha,7.0,9.0,True
1991,1991_14,Le Mans,1115,Didier De Radigues,BE,,Suzuki,8.0,8.0,True
1991,1991_14,Le Mans,1104,Sito Pons,ES,,Honda,9.0,7.0,True
1991,1991_14,Le Mans,1478,Adrien Morillas,FR,,Yamaha,10.0,6.0,True
1991,1991_14,Le Mans,1432,Eddie Laycock,IE,,Yamaha,11.0,5.0,True
1991,1991_14,Le Mans,1255,Niall Mackenzie,GB,,Yamaha,12.0,4.0,True
1991,1991_14,Le Mans,1106,Marco Papa,IT,,Honda,13.0,3.0,True
1991,1991_14,Le Mans,1279,Andy Leuthe,LU,,Suzuki,14.0,2.0,True
1991,1991_14,Le Mans,1210,Simon Buckmaster,GB,,Suzuki,15.0,1.0,True
1991,1991_14,Le Mans,1268,Harald Becker,DE,,Yamaha,,0.0,False
1991,1991_15,Shah Alam,1404,John Kocinski,US,,Yamaha,1.0,20.0,True
1991,1991_15,Shah Alam,1209,Wayne Gardner,AU,,Honda,2.0,17.0,True
1991,1991_15,Shah Alam,1445,Mick Doohan,AU,,Honda,3.0,15.0,True
1991,1991_15,Shah Alam,1249,Juan Garriga,ES,,Yamaha,4.0,13.0,True
1991,1991_15,Shah Alam,1342,Kevin Magee,AU,,Yamaha,5.0,11.0,True
1991,1991_15,Shah Alam,1255,Niall Mackenzie,GB,,Yamaha,6.0,10.0,True
1991,1991_15,Shah Alam,1478,Adrien Morillas,FR,,Yamaha,7.0,9.0,True
1991,1991_15,Shah Alam,1115,Didier De Radigues,BE,,Suzuki,8.0,8.0,True
1991,1991_15,Shah Alam,1106,Marco Papa,IT,,Honda,9.0,7.0,True
1991,1991_15,Shah Alam,1251,Cees Doorakkers,NL,,Honda,10.0,6.0,True
1991,1991_15,Shah Alam,1268,Harald Becker,DE,,Yamaha,11.0,5.0,True
1991,1991_15,Shah Alam,1432,Eddie Laycock,IE,,Yamaha,12.0,4.0,True
1991,1991_15,Shah Alam,1247,Josef Doppler,AT,,Yamaha,13.0,3.0,True
1991,1991_15,Shah Alam,1417,Niggi Schmassman,CH,,Honda,14.0,2.0,True
1991,1991_15,Shah Alam,1538,Doug Chandler,US,,Yamaha,,0.0,False
1992,1992_01,Suzuka,1445,Mick Doohan,AU,,Honda,1.0,20.0,True
1992,1992_01,Suzuka,1538,Doug Chandler,US,,Suzuki,2.0,15.0,True
1992,1992_01,Suzuka,1299,Kevin Schwantz,US,,Suzuki,3.0,12.0,True
1992,1992_01,Suzuka,1343,Shinichi Ito,JP,,Honda,4.0,10.0,True
1992,1992_01,Suzuka,1043,Randy Mamola,US,,Yamaha,5.0,8.0,True
1992,1992_01,Suzuka,1575,Keiji Ohishi,JP,,Suzuki,6.0,6.0,True
1992,1992_01,Suzuka,1255,Niall Mackenzie,GB,,Yamaha,7.0,4.0,True
1992,1992_01,Suzuka,1405,Toshihiko Honma,JP,,Yamaha,8.0,3.0,True
1992,1992_01,Suzuka,1443,Norihiko Fujiwara,JP,,Yamaha,9.0,2.0,True
1992,1992_01,Suzuka,1541,Satoshi Tsujimoto,JP,,Honda,10.0,1.0,True
1992,1992_01,Suzuka,1310,Alex Barros,BR,,Cagiva,11.0,0.0,True
1992,1992_01,Suzuka,1249,Juan Garriga,ES,,Yamaha,12.0,0.0,True
1992,1992_01,Suzuka,1539,Keiichiro Iwahashi,JP,,Honda,13.0,0.0,True
1992,1992_01,Suzuka,1178,Eddie Lawson,US,,Cagiva,14.0,0.0,True
1992,1992_01,Suzuka,1403,Michael Rudroff,DE,,Harris Yamaha,15.0,0.0,True
1992,1992_01,Suzuka,1371,Corrado Catalano,IT,,ROC Yamaha,16.0,0.0,True
1992,1992_01,Suzuka,1576,Serge David,CH,,ROC Yamaha,,0.0,False
1992,1992_02,Eastern Creek,1445,Mick Doohan,AU,,Honda,1.0,20.0,True
1992,1992_02,Eastern Creek,1224,Wayne Rainey,US,,Yamaha,2.0,15.0,True
1992,1992_02,Eastern Creek,1463,Daryl Beattie,AU,,Honda,3.0,12.0,True
1992,1992_02,Eastern Creek,1299,Kevin Schwantz,US,,Suzuki,4.0,10.0,True
1992,1992_02,Eastern Creek,1538,Doug Chandler,US,,Suzuki,5.0,8.0,True
1992,1992_02,Eastern Creek,1178,Eddie Lawson,US,,Cagiva,6.0,6.0,True
1992,1992_02,Eastern Creek,1361,Alex Criville,ES,,Honda,7.0,4.0,True
1992,1992_02,Eastern Creek,1043,Randy Mamola,US,,Yamaha,8.0,3.0,True
1992,1992_02,Eastern Creek,1249,Juan Garriga,ES,,Yamaha,9.0,2.0,True
1992,1992_02,Eastern Creek,1571,Miguel Duhamel,CA,,Yamaha,10.0,1.0,True
1992,1992_02,Eastern Creek,1507,Peter Goddard,AU,,ROC Yamaha,11.0,0.0,True
1992,1992_02,Eastern Creek,1310,Alex Barros,BR,,Cagiva,12.0,0.0,True
1992,1992_02,Eastern Creek,1450,Thierry Crine,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_02,Eastern Creek,1371,Corrado Catalano,IT,,ROC Yamaha,14.0,0.0,True
1992,1992_02,Eastern Creek,1262,Dominique Sarron,FR,,ROC Yamaha,15.0,0.0,True
1992,1992_02,Eastern Creek,1543,Toshi Arakaki,JP,,ROC Yamaha,16.0,0.0,True
1992,1992_02,Eastern Creek,1251,Cees Doorakkers,NL,,Harris Yamaha,17.0,0.0,True
1992,1992_02,Eastern Creek,1403,Michael Rudroff,DE,,Harris Yamaha,18.0,0.0,True
1992,1992_02,Eastern Creek,1576,Serge David,CH,,ROC Yamaha,19.0,0.0,True
1992,1992_02,Eastern Creek,1378,Kevin Mitchell,GB,,Harris Yamaha,20.0,0.0,True
1992,1992_02,Eastern Creek,1210,Simon Buckmaster,GB,,Harris Yamaha,21.0,0.0,True
1992,1992_02,Eastern Creek,1417,Niggi Schmassman,CH,,ROC Yamaha,22.0,0.0,True
1992,1992_02,Eastern Creek,1404,John Kocinski,US,,Yamaha,,0.0,False
1992,1992_03,Shah Alam,1445,Mick Doohan,AU,,Honda,1.0,20.0,True
1992,1992_03,Shah Alam,1224,Wayne Rainey,US,,Yamaha,2.0,15.0,True
1992,1992_03,Shah Alam,1361,Alex Criville,ES,,Honda,3.0,12.0,True
1992,1992_03,Shah Alam,1249,Juan Garriga,ES,,Yamaha,4.0,10.0,True
1992,1992_03,Shah Alam,1538,Doug Chandler,US,,Suzuki,5.0,8.0,True
1992,1992_03,Shah Alam,1463,Daryl Beattie,AU,,Honda,6.0,6.0,True
1992,1992_03,Shah Alam,1043,Randy Mamola,US,,Yamaha,7.0,4.0,True
1992,1992_03,Shah Alam,1507,Peter Goddard,AU,,ROC Yamaha,8.0,3.0,True
1992,1992_03,Shah Alam,1371,Corrado Catalano,IT,,ROC Yamaha,9.0,2.0,True
1992,1992_03,Shah Alam,1432,Eddie Laycock,IE,,Yamaha,10.0,1.0,True
1992,1992_03,Shah Alam,1378,Kevin Mitchell,GB,,Harris Yamaha,11.0,0.0,True
1992,1992_03,Shah Alam,1251,Cees Doorakkers,NL,,Harris Yamaha,12.0,0.0,True
1992,1992_03,Shah Alam,1543,Toshi Arakaki,JP,,ROC Yamaha,13.0,0.0,True
1992,1992_03,Shah Alam,1403,Michael Rudroff,DE,,Harris Yamaha,14.0,0.0,True
1992,1992_03,Shah Alam,1576,Serge David,CH,,ROC Yamaha,15.0,0.0,True
1992,1992_03,Shah Alam,1417,Niggi Schmassman,CH,,ROC Yamaha,16.0,0.0,True
1992,1992_03,Shah Alam,1106,Marco Papa,IT,,Librenti,,0.0,False
1992,1992_04,Jerez,1445,Mick Doohan,AU,,Honda,1.0,20.0,True
1992,1992_04,Jerez,1224,Wayne Rainey,US,,Yamaha,2.0,15.0,True
1992,1992_04,Jerez,1255,Niall Mackenzie,GB,,Yamaha,3.0,12.0,True
1992,1992_04,Jerez,1299,Kevin Schwantz,US,,Suzuki,4.0,10.0,True
1992,1992_04,Jerez,1404,John Kocinski,US,,Yamaha,5.0,8.0,True
1992,1992_04,Jerez,1507,Peter Goddard,AU,,ROC Yamaha,6.0,6.0,True
1992,1992_04,Jerez,1249,Juan Garriga,ES,,Yamaha,7.0,4.0,True
1992,1992_04,Jerez,1043,Randy Mamola,US,,Yamaha,8.0,3.0,True
1992,1992_04,Jerez,1571,Miguel Duhamel,CA,,Yamaha,9.0,2.0,True
1992,1992_04,Jerez,1538,Doug Chandler,US,,Suzuki,10.0,1.0,True
1992,1992_04,Jerez,1178,Eddie Lawson,US,,Cagiva,11.0,0.0,True
1992,1992_04,Jerez,1310,Alex Barros,BR,,Cagiva,12.0,0.0,True
1992,1992_04,Jerez,1450,Thierry Crine,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_04,Jerez,1378,Kevin Mitchell,GB,,Harris Yamaha,14.0,0.0,True
1992,1992_04,Jerez,1262,Dominique Sarron,FR,,ROC Yamaha,15.0,0.0,True
1992,1992_04,Jerez,1403,Michael Rudroff,DE,,Harris Yamaha,16.0,0.0,True
1992,1992_04,Jerez,1251,Cees Doorakkers,NL,,Harris Yamaha,17.0,0.0,True
1992,1992_04,Jerez,1543,Toshi Arakaki,JP,,ROC Yamaha,18.0,0.0,True
1992,1992_04,Jerez,1359,Juan Lopez Mella,ES,,ROC Yamaha,19.0,0.0,True
1992,1992_04,Jerez,1371,Corrado Catalano,IT,,ROC Yamaha,20.0,0.0,True
1992,1992_04,Jerez,1576,Serge David,CH,,ROC Yamaha,21.0,0.0,True
1992,1992_04,Jerez,1417,Niggi Schmassman,CH,,ROC Yamaha,22.0,0.0,True
1992,1992_04,Jerez,1247,Josef Doppler,AT,,ROC Yamaha,23.0,0.0,True
1992,1992_04,Jerez,1106,Marco Papa,IT,,Librenti,24.0,0.0,True
1992,1992_04,Jerez,1243,Claude Arciero,FR,,ROC Yamaha,,0.0,False
1992,1992_05,Mugello,1299,Kevin Schwantz,US,,Suzuki,1.0,20.0,True
1992,1992_05,Mugello,1445,Mick Doohan,AU,,Honda,2.0,15.0,True
1992,1992_05,Mugello,1404,John Kocinski,US,,Yamaha,3.0,12.0,True
1992,1992_05,Mugello,1538,Doug Chandler,US,,Suzuki,4.0,10.0,True
1992,1992_05,Mugello,1310,Alex Barros,BR,,Cagiva,5.0,8.0,True
1992,1992_05,Mugello,1249,Juan Garriga,ES,,Yamaha,6.0,6.0,True
1992,1992_05,Mugello,1571,Miguel Duhamel,CA,,Yamaha,7.0,4.0,True
1992,1992_05,Mugello,1361,Alex Criville,ES,,Honda,8.0,3.0,True
1992,1992_05,Mugello,1255,Niall Mackenzie,GB,,Yamaha,9.0,2.0,True
1992,1992_05,Mugello,1043,Randy Mamola,US,,Yamaha,10.0,1.0,True
1992,1992_05,Mugello,1178,Eddie Lawson,US,,Cagiva,11.0,0.0,True
1992,1992_05,Mugello,1371,Corrado Catalano,IT,,ROC Yamaha,12.0,0.0,True
1992,1992_05,Mugello,1450,Thierry Crine,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_05,Mugello,1432,Eddie Laycock,IE,,Yamaha,14.0,0.0,True
1992,1992_05,Mugello,1543,Toshi Arakaki,JP,,ROC Yamaha,15.0,0.0,True
1992,1992_05,Mugello,1403,Michael Rudroff,DE,,Harris Yamaha,16.0,0.0,True
1992,1992_05,Mugello,1262,Dominique Sarron,FR,,ROC Yamaha,17.0,0.0,True
1992,1992_05,Mugello,1359,Juan Lopez Mella,ES,,ROC Yamaha,18.0,0.0,True
1992,1992_05,Mugello,1251,Cees Doorakkers,NL,,Harris Yamaha,19.0,0.0,True
1992,1992_05,Mugello,1210,Simon Buckmaster,GB,,Harris Yamaha,20.0,0.0,True
1992,1992_05,Mugello,1417,Niggi Schmassman,CH,,ROC Yamaha,21.0,0.0,True
1992,1992_05,Mugello,1502,Peter Graves,GB,,Harris Yamaha,22.0,0.0,True
1992,1992_05,Mugello,1209,Wayne Gardner,AU,,Honda,,0.0,False
1992,1992_06,Catalunya,1224,Wayne Rainey,US,,Yamaha,1.0,20.0,True
1992,1992_06,Catalunya,1445,Mick Doohan,AU,,Honda,2.0,15.0,True
1992,1992_06,Catalunya,1538,Doug Chandler,US,,Suzuki,3.0,12.0,True
1992,1992_06,Catalunya,1299,Kevin Schwantz,US,,Suzuki,4.0,10.0,True
1992,1992_06,Catalunya,1404,John Kocinski,US,,Yamaha,5.0,8.0,True
1992,1992_06,Catalunya,1178,Eddie Lawson,US,,Cagiva,6.0,6.0,True
1992,1992_06,Catalunya,1255,Niall Mackenzie,GB,,Yamaha,7.0,4.0,True
1992,1992_06,Catalunya,1571,Miguel Duhamel,CA,,Yamaha,8.0,3.0,True
1992,1992_06,Catalunya,1043,Randy Mamola,US,,Yamaha,9.0,2.0,True
1992,1992_06,Catalunya,1249,Juan Garriga,ES,,Yamaha,10.0,1.0,True
1992,1992_06,Catalunya,1310,Alex Barros,BR,,Cagiva,11.0,0.0,True
1992,1992_06,Catalunya,1507,Peter Goddard,AU,,ROC Yamaha,12.0,0.0,True
1992,1992_06,Catalunya,1450,Thierry Crine,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_06,Catalunya,1543,Toshi Arakaki,JP,,ROC Yamaha,14.0,0.0,True
1992,1992_06,Catalunya,1359,Juan Lopez Mella,ES,,ROC Yamaha,15.0,0.0,True
1992,1992_06,Catalunya,1378,Kevin Mitchell,GB,,Harris Yamaha,16.0,0.0,True
1992,1992_06,Catalunya,1262,Dominique Sarron,FR,,ROC Yamaha,17.0,0.0,True
1992,1992_06,Catalunya,1403,Michael Rudroff,DE,,Harris Yamaha,18.0,0.0,True
1992,1992_06,Catalunya,1432,Eddie Laycock,IE,,Yamaha,19.0,0.0,True
1992,1992_06,Catalunya,1576,Serge David,CH,,ROC Yamaha,20.0,0.0,True
1992,1992_06,Catalunya,1417,Niggi Schmassman,CH,,ROC Yamaha,21.0,0.0,True
1992,1992_06,Catalunya,1106,Marco Papa,IT,,Librenti,22.0,0.0,True
1992,1992_06,Catalunya,1592,Lucio Pedercini,IT,,Paton,23.0,0.0,True
1992,1992_06,Catalunya,1247,Josef Doppler,AT,,ROC Yamaha,24.0,0.0,True
1992,1992_06,Catalunya,1502,Peter Graves,GB,,Harris Yamaha,,0.0,False
1992,1992_07,Hockenheim,1445,Mick Doohan,AU,,Honda,1.0,20.0,True
1992,1992_07,Hockenheim,1299,Kevin Schwantz,US,,Suzuki,2.0,15.0,True
1992,1992_07,Hockenheim,1209,Wayne Gardner,AU,,Honda,3.0,12.0,True
1992,1992_07,Hockenheim,1361,Alex Criville,ES,,Honda,4.0,10.0,True
1992,1992_07,Hockenheim,1404,John Kocinski,US,,Yamaha,5.0,8.0,True
1992,1992_07,Hockenheim,1178,Eddie Lawson,US,,Cagiva,6.0,6.0,True
1992,1992_07,Hockenheim,1310,Alex Barros,BR,,Cagiva,7.0,4.0,True
1992,1992_07,Hockenheim,1538,Doug Chandler,US,,Suzuki,8.0,3.0,True
1992,1992_07,Hockenheim,1249,Juan Garriga,ES,,Yamaha,9.0,2.0,True
1992,1992_07,Hockenheim,1507,Peter Goddard,AU,,ROC Yamaha,10.0,1.0,True
1992,1992_07,Hockenheim,1571,Miguel Duhamel,CA,,Yamaha,11.0,0.0,True
1992,1992_07,Hockenheim,1359,Juan Lopez Mella,ES,,ROC Yamaha,12.0,0.0,True
1992,1992_07,Hockenheim,1262,Dominique Sarron,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_07,Hockenheim,1403,Michael Rudroff,DE,,Harris Yamaha,14.0,0.0,True
1992,1992_07,Hockenheim,1432,Eddie Laycock,IE,,Yamaha,15.0,0.0,True
1992,1992_07,Hockenheim,1378,Kevin Mitchell,GB,,Harris Yamaha,16.0,0.0,True
1992,1992_07,Hockenheim,1210,Simon Buckmaster,GB,,Harris Yamaha,17.0,0.0,True
1992,1992_07,Hockenheim,1417,Niggi Schmassman,CH,,ROC Yamaha,18.0,0.0,True
1992,1992_07,Hockenheim,1251,Cees Doorakkers,NL,,Harris Yamaha,19.0,0.0,True
1992,1992_07,Hockenheim,1247,Josef Doppler,AT,,ROC Yamaha,20.0,0.0,True
1992,1992_07,Hockenheim,1502,Peter Graves,GB,,Harris Yamaha,21.0,0.0,True
1992,1992_07,Hockenheim,1592,Lucio Pedercini,IT,,Paton,22.0,0.0,True
1992,1992_07,Hockenheim,1243,Claude Arciero,FR,,ROC Yamaha,,0.0,False
1992,1992_08,Assen,1361,Alex Criville,ES,,Honda,1.0,20.0,True
1992,1992_08,Assen,1404,John Kocinski,US,,Yamaha,2.0,15.0,True
1992,1992_08,Assen,1310,Alex Barros,BR,,Cagiva,3.0,12.0,True
1992,1992_08,Assen,1249,Juan Garriga,ES,,Yamaha,4.0,10.0,True
1992,1992_08,Assen,1043,Randy Mamola,US,,Yamaha,5.0,8.0,True
1992,1992_08,Assen,1571,Miguel Duhamel,CA,,Yamaha,6.0,6.0,True
1992,1992_08,Assen,1255,Niall Mackenzie,GB,,Yamaha,7.0,4.0,True
1992,1992_08,Assen,1371,Corrado Catalano,IT,,ROC Yamaha,8.0,3.0,True
1992,1992_08,Assen,1432,Eddie Laycock,IE,,Yamaha,9.0,2.0,True
1992,1992_08,Assen,1378,Kevin Mitchell,GB,,Harris Yamaha,10.0,1.0,True
1992,1992_08,Assen,1403,Michael Rudroff,DE,,Harris Yamaha,11.0,0.0,True
1992,1992_08,Assen,1251,Cees Doorakkers,NL,,Harris Yamaha,12.0,0.0,True
1992,1992_08,Assen,1543,Toshi Arakaki,JP,,ROC Yamaha,13.0,0.0,True
1992,1992_08,Assen,1210,Simon Buckmaster,GB,,Harris Yamaha,14.0,0.0,True
1992,1992_08,Assen,1450,Thierry Crine,FR,,ROC Yamaha,15.0,0.0,True
1992,1992_08,Assen,1576,Serge David,CH,,ROC Yamaha,16.0,0.0,True
1992,1992_08,Assen,1417,Niggi Schmassman,CH,,ROC Yamaha,17.0,0.0,True
1992,1992_08,Assen,1106,Marco Papa,IT,,Librenti,18.0,0.0,True
1992,1992_08,Assen,1502,Peter Graves,GB,,Harris Yamaha,19.0,0.0,True
1992,1992_08,Assen,1592,Lucio Pedercini,IT,,Paton,20.0,0.0,True
1992,1992_08,Assen,1247,Josef Doppler,AT,,ROC Yamaha,21.0,0.0,True
1992,1992_08,Assen,1262,Dominique Sarron,FR,,ROC Yamaha,,0.0,False
1992,1992_09,Hungaroring,1178,Eddie Lawson,US,,Cagiva,1.0,20.0,True
1992,1992_09,Hungaroring,1538,Doug Chandler,US,,Suzuki,2.0,15.0,True
1992,1992_09,Hungaroring,1043,Randy Mamola,US,,Yamaha,3.0,12.0,True
1992,1992_09,Hungaroring,1299,Kevin Schwantz,US,,Suzuki,4.0,10.0,True
1992,1992_09,Hungaroring,1224,Wayne Rainey,US,,Yamaha,5.0,8.0,True
1992,1992_09,Hungaroring,1209,Wayne Gardner,AU,,Honda,6.0,6.0,True
1992,1992_09,Hungaroring,1404,John Kocinski,US,,Yamaha,7.0,4.0,True
1992,1992_09,Hungaroring,1249,Juan Garriga,ES,,Yamaha,8.0,3.0,True
1992,1992_09,Hungaroring,1310,Alex Barros,BR,,Cagiva,9.0,2.0,True
1992,1992_09,Hungaroring,1432,Eddie Laycock,IE,,Yamaha,10.0,1.0,True
1992,1992_09,Hungaroring,1571,Miguel Duhamel,CA,,Yamaha,11.0,0.0,True
1992,1992_09,Hungaroring,1600,Andrew Stroud,NZ,,ROC Yamaha,12.0,0.0,True
1992,1992_09,Hungaroring,1450,Thierry Crine,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_09,Hungaroring,1255,Niall Mackenzie,GB,,Yamaha,14.0,0.0,True
1992,1992_09,Hungaroring,1262,Dominique Sarron,FR,,ROC Yamaha,15.0,0.0,True
1992,1992_09,Hungaroring,1403,Michael Rudroff,DE,,Harris Yamaha,16.0,0.0,True
1992,1992_09,Hungaroring,1251,Cees Doorakkers,NL,,Harris Yamaha,17.0,0.0,True
1992,1992_09,Hungaroring,1502,Peter Graves,GB,,Harris Yamaha,18.0,0.0,True
1992,1992_09,Hungaroring,1279,Andy Leuthe,LU,,VRP,19.0,0.0,True
1992,1992_09,Hungaroring,1576,Serge David,CH,,ROC Yamaha,20.0,0.0,True
1992,1992_09,Hungaroring,1247,Josef Doppler,AT,,ROC Yamaha,21.0,0.0,True
1992,1992_09,Hungaroring,1361,Alex Criville,ES,,Honda,,0.0,False
1992,1992_10,Magny Cours,1224,Wayne Rainey,US,,Yamaha,1.0,20.0,True
1992,1992_10,Magny Cours,1209,Wayne Gardner,AU,,Honda,2.0,15.0,True
1992,1992_10,Magny Cours,1404,John Kocinski,US,,Yamaha,3.0,12.0,True
1992,1992_10,Magny Cours,1249,Juan Garriga,ES,,Yamaha,4.0,10.0,True
1992,1992_10,Magny Cours,1178,Eddie Lawson,US,,Cagiva,5.0,8.0,True
1992,1992_10,Magny Cours,1255,Niall Mackenzie,GB,,Yamaha,6.0,6.0,True
1992,1992_10,Magny Cours,1571,Miguel Duhamel,CA,,Yamaha,7.0,4.0,True
1992,1992_10,Magny Cours,1043,Randy Mamola,US,,Yamaha,8.0,3.0,True
1992,1992_10,Magny Cours,1574,Jamie Whitham,GB,,Harris Yamaha,9.0,2.0,True
1992,1992_10,Magny Cours,1543,Toshi Arakaki,JP,,ROC Yamaha,10.0,1.0,True
1992,1992_10,Magny Cours,1600,Andrew Stroud,NZ,,ROC Yamaha,11.0,0.0,True
1992,1992_10,Magny Cours,1576,Serge David,CH,,ROC Yamaha,12.0,0.0,True
1992,1992_10,Magny Cours,1251,Cees Doorakkers,NL,,Harris Yamaha,13.0,0.0,True
1992,1992_10,Magny Cours,1403,Michael Rudroff,DE,,Harris Yamaha,14.0,0.0,True
1992,1992_10,Magny Cours,1417,Niggi Schmassman,CH,,ROC Yamaha,15.0,0.0,True
1992,1992_10,Magny Cours,1502,Peter Graves,GB,,Harris Yamaha,16.0,0.0,True
1992,1992_10,Magny Cours,1247,Josef Doppler,AT,,ROC Yamaha,17.0,0.0,True
1992,1992_10,Magny Cours,1106,Marco Papa,IT,,Librenti,18.0,0.0,True
1992,1992_10,Magny Cours,1262,Dominique Sarron,FR,,ROC Yamaha,,0.0,False
1992,1992_11,Donington Park,1209,Wayne Gardner,AU,,Honda,1.0,20.0,True
1992,1992_11,Donington Park,1224,Wayne Rainey,US,,Yamaha,2.0,15.0,True
1992,1992_11,Donington Park,1249,Juan Garriga,ES,,Yamaha,3.0,12.0,True
1992,1992_11,Donington Park,1178,Eddie Lawson,US,,Cagiva,4.0,10.0,True
1992,1992_11,Donington Park,1507,Peter Goddard,AU,,ROC Yamaha,5.0,8.0,True
1992,1992_11,Donington Park,1573,Terry Rymer,GB,,Harris Yamaha,6.0,6.0,True
1992,1992_11,Donington Park,1571,Miguel Duhamel,CA,,Yamaha,7.0,4.0,True
1992,1992_11,Donington Park,1403,Michael Rudroff,DE,,Harris Yamaha,8.0,3.0,True
1992,1992_11,Donington Park,1262,Dominique Sarron,FR,,ROC Yamaha,9.0,2.0,True
1992,1992_11,Donington Park,1543,Toshi Arakaki,JP,,ROC Yamaha,10.0,1.0,True
1992,1992_11,Donington Park,1576,Serge David,CH,,ROC Yamaha,11.0,0.0,True
1992,1992_11,Donington Park,1302,Bruno Bonhuil,FR,,ROC Yamaha,12.0,0.0,True
1992,1992_11,Donington Park,1417,Niggi Schmassman,CH,,ROC Yamaha,13.0,0.0,True
1992,1992_11,Donington Park,1502,Peter Graves,GB,,Harris Yamaha,14.0,0.0,True
1992,1992_11,Donington Park,1251,Cees Doorakkers,NL,,Harris Yamaha,15.0,0.0,True
1992,1992_11,Donington Park,1106,Marco Papa,IT,,Librenti,16.0,0.0,True
1992,1992_11,Donington Park,1361,Alex Criville,ES,,Honda,,0.0,False
1992,1992_12,Interlagos,1224,Wayne Rainey,US,,Yamaha,1.0,20.0,True
1992,1992_12,Interlagos,1404,John Kocinski,US,,Yamaha,2.0,15.0,True
1992,1992_12,Interlagos,1538,Doug Chandler,US,,Suzuki,3.0,12.0,True
1992,1992_12,Interlagos,1209,Wayne Gardner,AU,,Honda,4.0,10.0,True
1992,1992_12,Interlagos,1571,Miguel Duhamel,CA,,Yamaha,5.0,8.0,True
1992,1992_12,Interlagos,1361,Alex Criville,ES,,Honda,6.0,6.0,True
1992,1992_12,Interlagos,1299,Kevin Schwantz,US,,Suzuki,7.0,4.0,True
1992,1992_12,Interlagos,1310,Alex Barros,BR,,Cagiva,8.0,3.0,True
1992,1992_12,Interlagos,1255,Niall Mackenzie,GB,,Yamaha,9.0,2.0,True
1992,1992_12,Interlagos,1043,Randy Mamola,US,,Yamaha,10.0,1.0,True
1992,1992_12,Interlagos,1178,Eddie Lawson,US,,Cagiva,11.0,0.0,True
1992,1992_12,Interlagos,1445,Mick Doohan,AU,,Honda,12.0,0.0,True
1992,1992_12,Interlagos,1262,Dominique Sarron,FR,,ROC Yamaha,13.0,0.0,True
1992,1992_12,Interlagos,1543,Toshi Arakaki,JP,,ROC Yamaha,14.0,0.0,True
1992,1992_12,Interlagos,1403,Michael Rudroff,DE,,Harris Yamaha,15.0,0.0,True
1992,1992_12,Interlagos,1378,Kevin Mitchell,GB,,Harris Yamaha,16.0,0.0,True
1992,1992_12,Interlagos,1106,Marco Papa,IT,,Cagiva,17.0,0.0,True
1992,1992_12,Interlagos,1576,Serge David,CH,,ROC Yamaha,18.0,0.0,True
1992,1992_12,Interlagos,1417,Niggi Schmassman,CH,,ROC Yamaha,19.0,0.0,True
1992,1992_12,Interlagos,1432,Eddie Laycock,IE,,Yamaha,20.0,0.0,True
